"","permno","nameenddt","ticker","comnam","permco"
"31473",10244,2002-06-18,"UDET","POLLUTION RESEARCH & CTRL CORP",8170
"31474",14709,2016-02-18,"UDF","UNITED DEVELOPMENT FUNDING IV",54900
"31475",83179,2000-08-30,"UDG","UNIDIGITAL INC",14325
"31476",23163,2023-12-29,"UDI","U S C F ETF TRUST",55017
"31477",77014,1991-10-01,"UDIC","UNITED DUPLICATORS INC",11128
"31478",16132,2023-12-29,"UDIV","FRANKLIN TEMPLETON E T F TRUST",55598
"31479",88960,2002-01-01,"UDL","SHAMROCK LOGISTICS L P",41456
"31480",22248,2023-12-29,"UDMY","UDEMY INC",58897
"31481",91760,2023-12-29,"UDN","INVESCO DB US DOLLAR IND TR",51795
"31482",47503,1972-08-29,"UDO","U D O PACIFIC CORP",24944
"31483",93260,2023-12-29,"UDOW","PROSHARES TRUST",50846
"31484",59300,2023-12-29,"UDR","U D R INC",3334
"31485",90980,2012-11-05,"UDRL","UNION DRILLING INC",48780
"31486",59300,1990-05-06,"UDRT","UNITED DOMINION REALTY TR INC",3334
"31487",77708,2001-12-31,"UDS","ULTRAMAR DIAMOND SHAMROCK CORP",29517
"31488",87845,2010-05-04,"UDW","U S DATAWORKS INC",37142
"31489",85049,1999-11-17,"UDYN","UNIDYNE CORP",15544
"31490",15142,2023-12-29,"UE","URBAN EDGE PROPERTIES",55155
"31491",76064,1991-08-16,"UEAT","RESTAURANT HOTLINE SYSTEMS INC",10439
"31492",92294,2023-12-29,"UEC","URANIUM ENERGY CORP",52763
"31493",20087,1968-12-31,"UEF","UNITED ENGINEERING & FOUNDRY CO",22972
"31494",92547,2010-02-17,"UEI","ULTIMATE ESCAPES INC",52814
"31495",78915,2023-12-29,"UEIC","UNIVERSAL ELECTRONICS INC",11960
"31496",92566,2009-12-11,"UEM","CLAYMORE E T F TRUST",51187
"31497",24985,1998-01-01,"UEP","UNION ELECTRIC CO",21808
"31498",90875,2022-05-24,"UEPS","NET 1 UEPS TECHNOLOGIES INC",47220
"31499",57744,1985-12-11,"UER","UNITED ENERGY RES INC",25584
"31500",78212,1984-07-24,"UESC","UNION ELECTRIC STEEL CORP",4642
"31501",78626,1990-04-09,"UESS","UNITED EDUCATION & SOFTWARE",5712
"31502",18820,2023-12-29,"UEVM","VICTORY PORTFOLIOS II",54950
"31503",37524,1972-07-05,"UEX","UNEXCELLED INC",24238
"31504",10803,1997-05-14,"UF","UNITED STATES FACILITIES CORP",8696
"31505",15590,2023-11-08,"UFAB","UNIQUE FABRICATING INC",55381
"31506",43394,1994-09-15,"UFAS","UNITED FASHIONS INC",5150
"31507",78642,1991-04-11,"UFBC","UNITED FINANCIAL BANKING COS INC",6651
"31508",77048,1995-08-04,"UFBI","U F BANCORP INC",11173
"31509",75450,1994-01-21,"UFBK","UNITED FEDERAL BANCORP INC",10106
"31510",86300,2006-04-19,"UFBS","UNION FINANCIAL BANCSHARES INC",16200
"31511",59619,2000-11-05,"UFC","UNIVERSAL FOODS CORP",4684
"31512",78693,2023-12-29,"UFCS","UNITED FIRE GROUP INC",4643
"31513",37612,1999-09-22,"UFD","UNITED FOODS INC",21817
"31514",19222,2023-12-29,"UFEB","INNOVATOR E T F S TRUST",55239
"31515",83176,1998-05-04,"UFEM","ULTRAFEM INC",14386
"31516",75102,1995-10-16,"UFF","UNIONFED FINANCIAL CORP",21813
"31517",36680,1974-06-30,"UFFB","UNITED FIRST FLA BKS INC",1752
"31518",76680,1995-04-12,"UFG","UNDERWRITERS FINANCIAL GROUP INC",29037
"31519",78677,1988-12-13,"UFGI","UNITED FINANCIAL GROUP TX",5177
"31520",86515,2003-02-28,"UFHI","UNITED FINANCIAL HOLDINGS INC",16345
"31521",78044,2023-12-29,"UFI","UNIFI INC",4685
"31522",78618,1976-04-26,"UFIR","UNITED FIRE INS CO",4641
"31523",23807,2023-12-29,"UFIV","R B B FUND INC",56320
"31524",28265,1980-01-04,"UFL","UNITED FINANCIAL CORP CA",23532
"31525",78087,1984-03-30,"UFLT","UNIFLITE INC",4645
"31526",89521,2005-05-17,"UFM","UNITED FINANCIAL MORTGAGE CORP",43534
"31527",89521,2005-12-01,"UFMC","UNITED FINANCIAL MORTGAGE CORP",43534
"31528",80288,2002-10-24,"UFMG","UNIVERSAL MFG CO",26806
"31529",10788,1994-01-20,"UFN","UNICARE FINANCIAL CORP",8682
"31530",18532,2023-12-29,"UFO","PROCURE ETF TRUST II",56695
"31531",79878,2023-12-29,"UFPI","U F P INDUSTRIES INC",12553
"31532",80050,2023-12-29,"UFPT","U F P TECHNOLOGIES INC",12706
"31533",78095,1997-11-25,"UFR","UNIFORCE SERVICES INC",6948
"31534",78383,1998-09-17,"UFRM","UNITED FEDERAL SAVINGS BANK",4646
"31535",91854,2021-11-29,"UFS","DOMTAR CORP",51966
"31536",79645,1989-03-31,"UFSB","UNIVERSITY SAVINGS BANK SEATTLE",5295
"31537",92647,1987-06-24,"UFSL","UNION FEDERAL S & L ASSN LOS ANG",7426
"31538",78036,1990-11-13,"UFST","UNIFAST INDUSTRIES INC",5940
"31539",37663,1978-03-02,"UFT","UNITED STATES FILTER CORP",24252
"31540",78513,1989-05-26,"UFURF","UNIVERSAL FURNITURE LTD",26237
"31541",78669,1981-07-01,"UFVA","UNITED FINANCIAL CORP VA",4647
"31542",78079,1999-06-30,"UFX","UNIFLEX INC",4687
"31543",78749,2023-12-29,"UG","UNITED GUARDIAN INC",4690
"31544",92580,2023-12-29,"UGA","UNITED STATES GASOLINE FUND L P",52965
"31545",38149,1994-12-26,"UGAM","UNITED GAMING INC",297
"31546",78239,1984-08-01,"UGAS","UNION GAS SYS INC",4648
"31547",58536,1981-09-30,"UGC","UNITED GUARANTY CORP",1723
"31548",20973,2022-07-22,"UGCE","UNCOMMON INVESTMENT FUNDS TR",58187
"31549",67556,1994-09-09,"UGCO","UNIVERSAL GUARANTY INVESTMENT CO",3894
"31550",67556,1991-06-17,"UGCOA","UNIVERSAL GUARANTY INVESTMENT CO",3894
"31551",91797,2023-12-29,"UGE","PROSHARES TRUST",50846
"31552",12863,2013-10-04,"UGEM","E G A EMERGING GLOBAL SHARES TR",53146
"31553",79653,1989-01-26,"UGEN","UNIVERSITY GENETICS CO",5968
"31554",17929,2023-12-29,"UGI","U G I CORP NEW",21794
"31555",78800,1982-12-23,"UGIL","UNITED MCGILL CORP",4649
"31556",92862,2023-12-29,"UGL","PROSHARES TRUST II",53104
"31557",83703,2002-03-04,"UGLY","UGLY DUCKLING CORP",14730
"31558",11601,1999-10-04,"UGNE","UNIGENE LABORATORIES INC",9426
"31559",87293,2023-12-29,"UGP","ULTRAPAR PARTICIPACOES S A",36358
"31560",20637,2023-12-29,"UGRO","URBAN GRO INC",57989
"31561",86142,2001-09-27,"UGS","UNIGRAPHICS SOLUTIONS INC",34805
"31562",58536,1975-07-13,"UGTY","UNITED GUARANTY CORP",1723
"31563",48565,2000-05-02,"UH","U S HOME CORP",21828
"31564",81073,2003-09-15,"UHAE","AMERCO",30020
"31565",23505,2023-12-29,"UHAL","U HAUL HOLDING CO",30020
"31566",23505,2022-12-18,"UHALB","AMERCO",30020
"31567",77932,1999-04-09,"UHCI","UNIVERSAL STANDARD HEALTHCARE",11720
"31568",79477,2007-12-02,"UHCO","UNIVERSAL AMERICAN FINANCIAL COR",5981
"31569",28223,2008-06-16,"UHCP","UNITED HERITAGE CORP",5137
"31570",48565,1971-07-05,"UHD","U S HOME CORP",21828
"31571",20780,2023-12-29,"UHG","UNITED HOMES GROUP INC",57724
"31572",78765,1985-05-29,"UHIF","UNITED HOME LIFE INS CO",7570
"31573",43394,1999-09-17,"UHLD","UNIHOLDING CORP",5150
"31574",78765,1997-03-27,"UHLI","UNITED HOME LIFE INS CO",7570
"31575",92637,2018-09-06,"UHN","U S DIESEL HEATING OIL FD L P",53003
"31576",77670,1998-02-25,"UHOS","UNIVERSAL HOSPITAL SERVICES INC",11571
"31577",78384,1988-09-19,"UHRNF","UNITED HEARNE RESOURCES LTD",27305
"31578",79637,2023-12-29,"UHS","UNIVERSAL HEALTH SERVICES INC",4655
"31579",79637,1991-06-06,"UHSI","UNIVERSAL HEALTH SERVICES INC",4655
"31580",72864,2023-12-29,"UHT","UNIVERSAL HEALTH RLTY INCM TR",21839
"31581",78211,1997-11-27,"UHTS","UNIVERSAL HEIGHTS INC",11862
"31582",13046,2023-12-29,"UI","UBIQUITI INC",53901
"31583",41371,2007-12-18,"UIC","UNITED INDUSTRIAL CORP",21820
"31584",10085,1999-04-29,"UICI","U I C I",8029
"31585",10688,1997-07-11,"UICO","UNICO INC DE",8559
"31586",56653,2002-04-29,"UIF","USLIFE INCOME FD INC",21846
"31587",37751,1984-04-23,"UIG","U I GROUP",24260
"31588",13712,2023-08-14,"UIHC","UNITED INSURANCE HOLDINGS CORP",54284
"31589",79428,1999-06-13,"UIHIA","UNITED INTERNATIONAL HLDGS INC",12297
"31590",53663,2015-12-16,"UIL","U I L HOLDINGS CORP",21819
"31591",44003,1988-01-26,"UIN","U S R INDUSTRIES INC",9665
"31592",77885,1985-10-25,"UINA","UINTAH ENERGY CORP",4656
"31593",44003,1992-04-21,"UIND","U S R INDUSTRIES INC",9665
"31594",13248,2015-01-08,"UINF","PROSHARES TRUST",50846
"31595",10576,1974-05-21,"UINS","UNICOM INSURANCE GROUP INC",41
"31596",37532,1979-12-19,"UIP","U I P CORP",24240
"31597",85891,2001-09-21,"UIRT","UNITED INVESTORS REALTY TRUST",16002
"31598",10890,2023-12-29,"UIS","UNISYS CORP",21814
"31599",18816,2023-12-29,"UITB","VICTORY PORTFOLIOS II",54950
"31600",37559,1978-06-30,"UIV","UNION INVESTMENT CO",24242
"31601",18821,2023-12-29,"UIVM","VICTORY PORTFOLIOS II",54950
"31602",18345,2023-12-29,"UJAN","INNOVATOR E T F S TRUST",55239
"31603",12673,2023-12-29,"UJB","PROSHARES TRUST",50846
"31604",18023,2023-12-29,"UJUL","INNOVATOR E T F S TRUST",55239
"31605",18744,2023-12-29,"UJUN","INNOVATOR E T F S TRUST",55239
"31606",19077,2023-12-29,"UK","UCOMMUNE INTERNATIONAL LTD",56864
"31607",91773,2015-01-08,"UKF","PROSHARES TRUST",50846
"31608",91769,2015-01-08,"UKK","PROSHARES TRUST",50846
"31609",75194,1999-04-26,"UKM","UNITED KINGDOM FUND INC",21823
"31610",37620,1963-10-24,"UKO","UNITED MILK PRODS CO",24248
"31611",91771,2015-01-08,"UKW","PROSHARES TRUST",50846
"31612",78773,1982-12-28,"UKYI","UNITED KENTUCKY INC",4659
"31613",28302,2023-12-29,"UL","UNILEVER PLC",21802
"31614",89033,2003-02-28,"ULAB","UNILAB CORP",6401
"31615",29496,1999-11-23,"ULB","UNILAB CORP NEW",6401
"31616",78213,2023-12-29,"ULBI","ULTRALIFE CORP",11879
"31617",51983,1980-07-27,"ULC","UNITED COMPANIES FINANCIAL CORP",8927
"31618",20891,2023-12-29,"ULCC","FRONTIER GROUP HOLDINGS INC",58166
"31619",88202,2010-12-03,"ULCM","ULTICOM INC",37194
"31620",64785,1983-06-29,"ULDY","PUROFLOW INC",5130
"31621",92846,2023-12-29,"ULE","PROSHARES TRUST II",53104
"31622",36004,1991-12-12,"ULGI","UNITED LONDON GROUP INC",6648
"31623",83575,2013-06-06,"ULGX","UROLOGIX INC",14675
"31624",90605,2023-12-29,"ULH","UNIVERSAL LOGISTICS HOLDINGS INC",46287
"31625",78781,1978-05-22,"ULIB","UNITED LIBERTY LIFE INS CO",4661
"31626",78318,1989-03-15,"ULNNF","CONTINENTAL GOLD CORP NEW",28790
"31627",92568,2011-05-31,"ULQ","CLAYMORE E T F TRUST",51187
"31628",77708,1996-12-03,"ULR","ULTRAMAR CORP",29517
"31629",77914,1988-04-15,"ULS","ULTRASYSTEMS INC",4664
"31630",14225,2023-12-29,"ULST","SSGA ACTIVE TRUST",54051
"31631",63386,1993-09-22,"ULT","ULTIMATE CORP",4662
"31632",92322,2023-12-29,"ULTA","ULTA BEAUTY INC",52788
"31633",77906,1989-08-18,"ULTB","ULTRA BANCORPORATION",5914
"31634",63386,1981-08-30,"ULTC","ULTIMATE CORP",4662
"31635",83178,1999-08-13,"ULTD","ULTRADATA CORP",14376
"31636",79742,2005-02-28,"ULTE","ULTIMATE ELECTRONICS INC",12482
"31637",86196,2019-05-02,"ULTI","ULTIMATE SOFTWARE GROUP",16133
"31638",77893,2003-01-01,"ULTK","ULTRAK INC",4663
"31639",18803,2023-12-29,"ULTR","INDEXIQ ACTIVE E T F TRUST",56109
"31640",92186,2012-03-30,"ULU","ULURU INC",52532
"31641",18823,2023-12-29,"ULVM","VICTORY PORTFOLIOS II",54950
"31642",24493,2023-12-29,"ULY","URGENT LY INC",59706
"31643",79776,2000-03-07,"UM","UTAH MEDICAL PRODUCTS INC",5705
"31644",10758,1993-01-21,"UMAP","ULTIMAP CORP",8652
"31645",19292,2023-12-29,"UMAR","INNOVATOR E T F S TRUST",55239
"31646",19380,2023-12-29,"UMAY","INNOVATOR E T F S TRUST",55239
"31647",75321,1994-12-06,"UMB","UNIVERSAL MEDICAL BUILDINGS L P",21841
"31648",10117,1987-10-09,"UMBE","U M B EQUITIES INC",8060
"31649",78829,2023-12-29,"UMBF","U M B FINANCIAL CORP",4673
"31650",79493,1986-12-05,"UMBI","UNIVERSAL MEDICAL BUILDINGS INC",21841
"31651",75321,1988-04-24,"UMBIZ","UNIVERSAL MEDICAL BUILDINGS L P",21841
"31652",88612,2023-12-29,"UMC","UNITED MICROELECTRONICS CORP",39148
"31653",77762,1992-10-01,"UMCE","U M C ELECTRONICS CO",4666
"31654",76067,1992-08-17,"UMCI","UNITED MEDICORP INC",10442
"31655",78802,1985-03-27,"UMCO","UNITED MICHIGAN CORP",6043
"31656",93259,2023-12-29,"UMDD","PROSHARES TRUST",50846
"31657",78116,1999-07-20,"UMED","UNIMED PHARMACEUTICALS INC",4667
"31658",77797,1980-06-25,"UMFS","U M F SYSTEMS INC",4668
"31659",88388,2000-06-14,"UMG","MEDIAONE GROUP INC",37753
"31660",92690,2023-12-29,"UMH","U M H PROPERTIES INC",7428
"31661",92690,1994-01-04,"UMHI","UNITED MOBILE HOMES INC",7428
"31662",20734,2023-12-29,"UMI","U S C F ETF TRUST",55017
"31663",63810,1981-10-19,"UMII","UNITED MEDICAL CORP",4669
"31664",92671,1988-07-18,"UMIN","UNITED MINING CORP",7416
"31665",20968,1996-02-22,"UMM","UNITED MERCHANTS & MFRS INC",21824
"31666",22686,2023-12-29,"UMMA","LISTED FUNDS TRUST",56315
"31667",78132,1984-07-02,"UMMC","UNIMET CORP OH",4670
"31668",37647,1965-11-12,"UMO","UNITED MOLASSES LTD",24250
"31669",86004,2023-02-28,"UMPQ","UMPQUA HOLDINGS CORP",16035
"31670",67088,1999-09-24,"UMR","UNIMAR CO",21804
"31671",79557,1977-08-11,"UMRTS","UNIVERSAL MORTGAGE & RLTY TR",4672
"31672",17372,2020-10-05,"UMRX","UNUM THERAPEUTICS INC",56305
"31673",78829,1994-04-25,"UMSB","UNITED MISSOURI BANCSHARES INC",4673
"31674",26921,1984-04-18,"UMT","U M C INDUSTRIES INC",23437
"31675",79506,1981-10-13,"UMTL","UNIVERSAL METALS & MACHY INC",4674
"31676",79549,1986-12-03,"UMUKY","FINANCIAL SYSTEMS TECHNOLOGY PLC",6430
"31677",79549,1986-09-21,"UMUY","UNIVERSAL MONEY CENTERS PLC",6430
"31678",93333,2017-09-06,"UMX","PROSHARES TRUST",50846
"31679",28310,2020-11-27,"UN","UNILEVER N V",21803
"31680",85445,2006-01-02,"UNA","UNOVA INC",32127
"31681",58333,1975-03-04,"UNAC","U N A CORP",8136
"31682",77810,1974-07-12,"UNAI","U N A C INTERNATIONAL CORP",4677
"31683",77973,2023-06-14,"UNAM","UNICO AMERICAN CORP",4678
"31684",89279,2023-12-29,"UNB","UNION BANKSHARES INC",42549
"31685",20694,1999-06-15,"UNBC","UNIONBANCAL CORP",841
"31686",78837,2003-12-31,"UNBJ","UNITED NATIONAL BANCORP NJ",4679
"31687",78255,1982-02-07,"UNBK","UNION NATIONAL BANK PITTSBGH PA",4680
"31688",87218,2002-03-07,"UNBO","U N B CORP OH",33717
"31689",12274,1991-08-29,"UNBS","UNITED BUYING SVC INTL INC",9719
"31690",42569,1997-09-17,"UNC","U N C INC",21797
"31691",90876,2010-10-05,"UNCA","UNICA CORP",47221
"31692",79743,1998-02-10,"UNCB","UNCLE BS BAKERY INC",12474
"31693",51983,1992-12-14,"UNCF","UNITED COMPANIES FINANCIAL CORP",8927
"31694",91512,2009-02-10,"UNCL","M R U HOLDINGS INC",51318
"31695",21780,2023-12-29,"UNCY","UNICYCIVE THERAPEUTICS INC",58611
"31696",83179,1999-02-07,"UNDG","UNIDIGITAL INC",14325
"31697",77949,1980-07-30,"UNDRA","UNDERWRITERS INVESTMENT CORP",4682
"31698",78554,1986-07-28,"UNET","UNITED ENERGY TECHNOLOGIES INC",5706
"31699",11643,2005-03-21,"UNEWY","UNITED BUSINESS MEDIA",9464
"31700",65306,2023-12-29,"UNF","UNIFIRST CORP",6051
"31701",77890,1995-08-31,"UNFB","UNITED FINANCIAL BANCORP INC",11696
"31702",79434,1985-11-15,"UNFC","UNIVERSAL FUELS CO",4683
"31703",59619,1977-02-09,"UNFD","UNIVERSAL FOODS CORP",4684
"31704",78706,1986-12-22,"UNFF","UNITED FIRST FED SVGS & LN SARAS",6028
"31705",84275,2023-12-29,"UNFI","UNITED NATURAL FOODS INC",15108
"31706",78095,1997-06-25,"UNFR","UNIFORCE SERVICES INC",6948
"31707",83704,2011-07-06,"UNFY","UNIFY CORP",14724
"31708",91947,2023-12-29,"UNG","UNITED STATES NATURAL GAS FD L P",52126
"31709",89942,2005-03-13,"UNGL","UNITED AMERICA INDEMNITY LTD",44696
"31710",77957,1988-06-15,"UNGR","UNGERMANN BASS INC",6097
"31711",92655,2023-12-29,"UNH","UNITEDHEALTH GROUP INC",7267
"31712",82757,1998-04-15,"UNHC","UNISON HEALTHCARE CORP",14244
"31713",10908,2004-06-30,"UNI","UNI MARTS INC",8785
"31714",11396,2009-01-09,"UNIB","UNIVERSITY BANCORP INC",9237
"31715",77981,1980-08-21,"UNIC","UNICOA CORP",4686
"31716",78079,1994-06-07,"UNIF","UNIFLEX INC",4687
"31717",92794,1991-06-10,"UNIG","UNIVERSITY GRAPHICS INC",7364
"31718",92655,1991-10-09,"UNIH","UNITED HEALTHCARE CORP",7267
"31719",10952,2000-08-06,"UNII","UNI INVEST U S LTD",8826
"31720",78108,1988-09-15,"UNIN","UNILIFE CORP",4689
"31721",88031,1992-10-26,"UNIP","UNIPAC CORP",7902
"31722",85222,1999-07-28,"UNIQ","UNIQUE CASUAL RESTAURANTS INC",15592
"31723",80483,1997-02-25,"UNIR","UNITED RESTAURANTS INC",12996
"31724",93270,2017-04-20,"UNIS","UNILIFE CORP NEW",53351
"31725",15279,2023-12-29,"UNIT","UNITI GROUP INC",55220
"31726",76472,1998-09-24,"UNIV","UNIVERSAL INTERNATIONAL INC",10770
"31727",23735,2023-12-29,"UNIY","WISDOMTREE TRUST",50852
"31728",87218,2006-02-28,"UNIZ","UNIZAN FINANCIAL CORP",33717
"31729",93120,2023-12-29,"UNL","UNITED STATES 12 MO NAT GS FD LP",53275
"31730",78439,1986-07-01,"UNLDF","UNITED LEADER RESOURCES INC",2633
"31731",71175,2023-12-29,"UNM","UNUM GROUP",21798
"31732",10908,1992-11-30,"UNMA","UNI MARTS INC",8785
"31733",80853,2001-03-14,"UNMG","UNIMARK GROUP INC",13258
"31734",78132,1985-05-21,"UNMT","UNIMET CORP OH",4670
"31735",79661,1995-03-30,"UNNB","UNIVERSITY BANK & TRUST CO CA",4693
"31736",86005,2000-07-13,"UNNL","UNION NATIONAL BANCORP",16062
"31737",75103,2001-07-31,"UNO","UNO RESTAURANT CORP",9246
"31738",78204,1980-03-26,"UNONY","UNION CORP LTD",4694
"31739",75103,1987-06-28,"UNOS","UNO RESTAURANT CORP",9246
"31740",19053,2023-12-29,"UNOV","INNOVATOR E T F S TRUST",55239
"31741",48725,2023-12-29,"UNP","UNION PACIFIC CORP",21810
"31742",79879,1999-07-05,"UNPH","UNIPHASE CORP",12583
"31743",78896,1980-10-21,"UNPR","UNITED PRESIDENT LIFE",4704
"31744",84782,2003-04-01,"UNR","SUPERMERCADOS UNIMARC S A",31982
"31745",11178,1998-12-02,"UNRC","UNICO INC N MEX",9026
"31746",22664,1997-12-18,"UNRI","U N R INDUSTRIES INC",5625
"31747",48389,2014-08-15,"UNS","U N S ENERGY CORP",21786
"31748",11207,1995-10-05,"UNSA","UNITED FINANCIAL CORP OF SC INC",9057
"31749",78450,1987-03-13,"UNSB","UNITED BANK TACOMA WA",5982
"31750",78933,1992-03-10,"UNSE","UNITED SECURITY FINL CORP IL",6767
"31751",11271,1991-10-29,"UNSI","U N S I CORP",9121
"31752",92719,1994-12-30,"UNSL","U N S L FINANCIAL CORP",7226
"31753",81906,1997-12-08,"UNSN","UNISON SOFTWARE INC",13866
"31754",86340,2002-01-09,"UNSRA","UNISERVICE CORP FLA",16251
"31755",78343,1982-05-12,"UNSV","UNISERVICE CORP",4697
"31756",92663,1989-10-12,"UNSVA","UNITED SAVINGS ASSN MIAMI FL",7911
"31757",79880,1996-12-10,"UNSW","UNION SWITCH & SIGNAL INC",12612
"31758",63781,2020-05-22,"UNT","UNIT CORP",4691
"31759",87261,2016-06-30,"UNTD","UNITED ONLINE INC",17147
"31760",11718,1993-12-07,"UNTH","UNITED THERMAL CORP",9537
"31761",88806,2014-08-20,"UNTK","UNITEK GLOBAL SERVICES INC",40995
"31762",10204,1987-05-06,"UNTL","UNITEL CORP",8139
"31763",79600,1985-04-30,"UNTLA","UNIVERSAL TELEPHONE INC",4699
"31764",84397,2023-12-29,"UNTY","UNITY BANCORP INC",31907
"31765",65103,1999-09-02,"UNV","UNITEL VIDEO INC",4700
"31766",84762,1999-06-30,"UNVC","UNIVEC INC",15448
"31767",65103,1983-05-02,"UNVD","UNITEL VIDEO INC",4700
"31768",15482,2023-07-31,"UNVR","UNIVAR SOLUTIONS INC",55337
"31769",77320,1995-11-28,"UNVX","UNIVAX BIOLOGICS INC",11326
"31770",88270,2005-08-12,"UNWR","U S UNWIRED INC",37533
"31771",78387,1986-05-29,"UNWRF","UNITED WESTLAND RESOURCES LTD",26220
"31772",79688,1986-08-15,"UNWS","UNIWEST FINANCIAL CORP",5099
"31773",14875,1963-06-14,"UNX","UNDERWOOD CORP",22561
"31774",12496,2017-09-11,"UNXL","UNI PIXEL INC",53634
"31775",78853,1987-01-09,"UOBI","UNITED OKLAHOMA BANKSHARES",6502
"31776",77571,1992-03-15,"UOCCF","UNILENS OPTICAL CORP",28850
"31777",18167,2023-12-29,"UOCT","INNOVATOR E T F S TRUST",55239
"31778",78159,1987-08-03,"UOIL","UNIOIL",5266
"31779",84277,1999-09-13,"UOLP","U O L PUBLISHING INC",15179
"31780",86916,2023-12-29,"UONE","URBAN ONE INC",16512
"31781",88372,2023-12-29,"UONEK","URBAN ONE INC",16512
"31782",15475,2017-09-06,"UOP","PROSHARES TRUST",50846
"31783",88649,2004-08-27,"UOPX","APOLLO GROUP INC",13457
"31784",37567,1973-03-01,"UOS","UNION STOCK YARDS CO OMAHA LTD",24243
"31785",83803,1998-04-01,"UOUT","UNIVERSAL OUTDOOR HOLDINGS INC",14835
"31786",92731,2009-06-25,"UOY","MACROSHARES 100 OIL UP TRUST",53052
"31787",20115,2023-12-29,"UP","WHEELS UP EXPERIENCE INC",57317
"31788",76450,1998-04-23,"UPAC","ULTRA PAC INC",10760
"31789",22743,2023-12-29,"UPAR","TIDAL E T F TRUST",56624
"31790",66368,1984-04-24,"UPAT","UNIVERSITY PATENTS INC",4702
"31791",81222,2023-12-29,"UPBD","UPBOUND GROUP INC",13524
"31792",77429,1994-01-31,"UPBI","UNITED POSTAL BANCORP INC",11421
"31793",20882,2023-12-29,"UPC","UNIVERSE PHARMACEUTICALS INC",58161
"31794",92639,1986-10-22,"UPCI","U S P C I INC",7287
"31795",78263,1989-02-06,"UPCM","UNION PLANTERS CORP",4703
"31796",78896,1987-03-06,"UPCO","UNITED PRESIDENTIAL CORP",4704
"31797",86736,2002-05-23,"UPCOY","UNITED PAN EUROPE COMMS N V",16413
"31798",88383,2006-06-30,"UPCS","UBIQUITEL INC",37749
"31799",41144,1977-09-30,"UPD","UNITED PIECE DYE WKS",24514
"31800",79717,1979-01-22,"UPDN","UPS N DOWNS INC",4705
"31801",79709,1998-09-29,"UPEN","UPPER PENINSULA ENERGY CORP",4706
"31802",81757,1997-12-08,"UPET","UNITED PETROLEUM CORP",13800
"31803",86006,2009-07-02,"UPFC","UNITED PANAM FINANCIAL CORP",16068
"31804",91654,2013-11-12,"UPG","UNIVERSAL POWER GROUP INC",51542
"31805",24081,2023-12-29,"UPGR","D B X ETF TRUST",59212
"31806",18802,2023-12-11,"UPH","UPHEALTH INC",56781
"31807",90942,2015-03-31,"UPI","UROPLASTY INC",47871
"31808",46632,1983-04-26,"UPIC","UNIVERSITY PPTYS INVT",4708
"31809",78880,1982-05-07,"UPII","UNITED PERFORMANCE INDS INC",4709
"31810",86990,2016-06-16,"UPIP","UNWIRED PLANET INC",16581
"31811",79535,1995-08-14,"UPIX","UNAPIX ENTERTAINMENT",12229
"31812",26681,1995-11-02,"UPJ","UPJOHN CO",21843
"31813",25080,2003-07-17,"UPK","UNITED PARK CITY MINES CO",21825
"31814",16682,2019-08-07,"UPL","ULTRA PETROLEUM CORP",41178
"31815",15087,2023-12-29,"UPLD","UPLAND SOFTWARE INC",55124
"31816",89696,2007-12-05,"UPM","U P M KYMMENE CORP",35169
"31817",75021,1992-04-15,"UPP","AMERICUS TR FOR UNION PAC SHS",22054
"31818",82308,2000-07-14,"UPR","UNION PACIFIC RES GROUP INC",30976
"31819",79696,1987-12-08,"UPRI","UP RIGHT INC",4710
"31820",92961,2023-12-29,"UPRO","PROSHARES TRUST",50846
"31821",87447,2023-12-29,"UPS","UNITED PARCEL SERVICE INC",36383
"31822",20196,2023-12-29,"UPST","UPSTART HOLDINGS INC",57593
"31823",66368,1994-12-19,"UPT","UNIVERSITY PATENTS INC",4702
"31824",21971,2023-10-01,"UPTD","TRADEUP ACQUISITION CORP",58612
"31825",75023,1992-04-14,"UPU","AMERICUS TR FOR UNION PAC SHS",22054
"31826",83805,2000-03-28,"UPUP","UNITED PAYORS & UNITED PRVRS INC",14792
"31827",93334,2023-12-29,"UPV","PROSHARES TRUST",50846
"31828",91789,2023-12-29,"UPW","PROSHARES TRUST",50846
"31829",23429,2023-12-15,"UPWD","J P MORGAN E T F TRUST",54917
"31830",18134,2023-12-29,"UPWK","UPWORK INC",56533
"31831",79535,2000-11-21,"UPX","UNAPIX ENTERTAINMENT",12229
"31832",21551,2023-12-29,"UPXI","UPEXI INC",58460
"31833",77486,2019-07-31,"UQM","U Q M TECHNOLOGIES INC",29472
"31834",77001,1994-12-21,"UQST","UNIQUEST INC",10939
"31835",60740,1981-07-16,"UR","UNITED REPUBLIC INVT CO",4712
"31836",12372,2023-12-29,"URA","GLOBAL X FUNDS",53120
"31837",79753,2000-11-07,"URB","URBAN SHOPPING CENTERS INC",30015
"31838",79881,2023-12-29,"URBN","URBAN OUTFITTERS INC",12546
"31839",42171,1979-02-01,"URC","UARCO INC DE",24596
"31840",44003,1980-08-26,"URD","UNITED STSTES RADIUM CORP",9665
"31841",91788,2023-12-29,"URE","PROSHARES TRUST",50846
"31842",60740,1978-11-01,"UREPA","UNITED REPUBLIC INVT CO",4712
"31843",56179,1984-08-16,"URETS","UNIVERSITY REAL ESTATE TRUST",4713
